url,slug,category,h1,image,image_alt,seoTitle,seoDescription,primaryKeyword,faqJson,canonicalSuggestion,isLikelyDuplicate,codexAction
https://luneva-psy.ru/blog/kak-ogranichivayuschie-ubezhdeniya-meshayut-nam-dostigat-cele,kak-ogranichivayuschie-ubezhdeniya-meshayut-nam-dostigat-cele,Полезные статьи,Как ограничивающие убеждения мешают достигать целей,/blog/kak-ogranichivayuschie-ubezhdeniya-meshayut-nam-dostigat-cele.jpg,Как ограничивающие убеждения мешают достигать целей — статья психолога Александры Луневой,Как ограничивающие убеждения мешают достигать целей | Luneva Psy,"Как распознать ограничивающие убеждения, понять их связь с эмоциями и начать формировать более поддерживающий взгляд на себя.",ограничивающие убеждения,"[{""question"":""О чём статья «Как ограничивающие убеждения мешают достигать целей»?"",""answer"":""Материал объясняет тему «ограничивающие убеждения» простым и бережным языком и помогает понять, когда может быть полезна консультация психолога.""},{""question"":""Заменяет ли статья консультацию психолога?"",""answer"":""Нет. Статья носит информационный характер и не заменяет индивидуальную диагностику, медицинскую или психологическую помощь.""},{""question"":""Когда стоит обратиться за помощью?"",""answer"":""Если переживания сохраняются, усиливаются или заметно мешают повседневной жизни, лучше обсудить ситуацию с квалифицированным специалистом.""}]",https://luneva-psy.ru/blog/kak-ogranichivayuschie-ubezhdeniya-meshayut-nam-dostigat-celey,True,fill_seo_fields_only
https://luneva-psy.ru/blog/chto-nuzhno-delat-esli-vy-popali-v-krizisnuyu-situaciyu-2,chto-nuzhno-delat-esli-vy-popali-v-krizisnuyu-situaciyu-2,Полезные статьи,Что делать в кризисной ситуации,/blog/chto-nuzhno-delat-esli-vy-popali-v-krizisnuyu-situaciyu-2.jpg,Что делать в кризисной ситуации — статья психолога Александры Луневой,Что делать в кризисной ситуации | Психолог Александра Лунева,"Первые шаги самопомощи в кризисной ситуации: заземление, поддержка, восстановление ресурсов и обращение к специалисту.",что делать в кризисной ситуации,"[{""question"":""Что помогает в первые минуты кризиса?"",""answer"":""Помогают медленное дыхание, заземление, вода, безопасное место и контакт с человеком, которому вы доверяете.""},{""question"":""Когда обращаться к специалисту?"",""answer"":""Если состояние не улучшается, мешает спать, работать и заботиться о себе или возникают мысли о причинении вреда себе, важно обратиться за профессиональной помощью.""},{""question"":""Что делать при угрозе жизни?"",""answer"":""При непосредственной угрозе жизни нужно немедленно обратиться в экстренную службу или ближайшее медицинское учреждение.""}]",https://luneva-psy.ru/blog/chto-nuzhno-delat-esli-vy-popali-v-krizisnuyu-situaciyu,True,fill_seo_fields_only
https://luneva-psy.ru/blog/detoks-diety-chto-deystvitelno-delaet-organizm,detoks-diety-chto-deystvitelno-delaet-organizm,Полезные статьи,Детокс-диеты: что действительно делает организм,/blog/detoks-diety-chto-deystvitelno-delaet-organizm.jpg,Детокс-диеты: что действительно делает организм — статья психолога Александры Луневой,Детокс-диеты: что действительно делает организм | Luneva Psy,Почему детокс-диеты не очищают организм и что действительно помогает поддерживать здоровье и сбалансированное питание.,детокс диеты,"[{""question"":""Что относится к расстройствам пищевого поведения?"",""answer"":""К РПП относят состояния, при которых мысли о еде, весе и теле, ограничения, переедание или компенсаторное поведение заметно ухудшают здоровье и качество жизни.""},{""question"":""Можно ли самостоятельно поставить себе диагноз РПП?"",""answer"":""Нет. Самонаблюдение и тесты могут подсказать, что стоит обратиться за помощью, но диагноз устанавливает врач или квалифицированный специалист.""},{""question"":""К кому обращаться при подозрении на РПП?"",""answer"":""Оптимально обратиться к врачу и специалисту по психическому здоровью, который имеет опыт работы с расстройствами пищевого поведения.""}]",https://luneva-psy.ru/blog/detoks-diety-i-mify-o-detoksikacii,True,fill_seo_fields_only
https://luneva-psy.ru/blog/prover-est-li-u-tebya-rasstroystvo-pischevogo-povedeniya,prover-est-li-u-tebya-rasstroystvo-pischevogo-povedeniya,РПП и питание,Тест: есть ли риск расстройства пищевого поведения,/blog/prover-est-li-u-tebya-rasstroystvo-pischevogo-povedeniya.jpg,Тест: есть ли риск расстройства пищевого поведения — статья психолога Александры Луневой,Тест: есть ли риск расстройства пищевого поведения | Luneva Psy,Ориентировочный тест на признаки РПП. Результат не является диагнозом и не заменяет консультацию врача или психолога.,тест на расстройство пищевого поведения,"[{""question"":""Что относится к расстройствам пищевого поведения?"",""answer"":""К РПП относят состояния, при которых мысли о еде, весе и теле, ограничения, переедание или компенсаторное поведение заметно ухудшают здоровье и качество жизни.""},{""question"":""Можно ли самостоятельно поставить себе диагноз РПП?"",""answer"":""Нет. Самонаблюдение и тесты могут подсказать, что стоит обратиться за помощью, но диагноз устанавливает врач или квалифицированный специалист.""},{""question"":""К кому обращаться при подозрении на РПП?"",""answer"":""Оптимально обратиться к врачу и специалисту по психическому здоровью, который имеет опыт работы с расстройствами пищевого поведения.""}]",https://luneva-psy.ru/blog/prover-est-li-u-tebya-rasstroystvo-pischevogo-povedeniya,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kompulsii-navyazchivye-deystviya-i-detskiy-opyt,kompulsii-navyazchivye-deystviya-i-detskiy-opyt,Психология,"Компульсии, детский опыт и пищевое поведение",/blog/kompulsii-navyazchivye-deystviya-i-detskiy-opyt.jpg,"Компульсии, детский опыт и пищевое поведение — статья психолога Александры Луневой","Компульсии, детский опыт и пищевое поведение | Luneva Psy",Как детский опыт и семейные способы утешения могут влиять на пищевое поведение и отношения с едой во взрослом возрасте.,компульсии детский опыт,"[{""question"":""Что относится к расстройствам пищевого поведения?"",""answer"":""К РПП относят состояния, при которых мысли о еде, весе и теле, ограничения, переедание или компенсаторное поведение заметно ухудшают здоровье и качество жизни.""},{""question"":""Можно ли самостоятельно поставить себе диагноз РПП?"",""answer"":""Нет. Самонаблюдение и тесты могут подсказать, что стоит обратиться за помощью, но диагноз устанавливает врач или квалифицированный специалист.""},{""question"":""К кому обращаться при подозрении на РПП?"",""answer"":""Оптимально обратиться к врачу и специалисту по психическому здоровью, который имеет опыт работы с расстройствами пищевого поведения.""}]",https://luneva-psy.ru/blog/kompulsii-navyazchivye-deystviya-i-detskiy-opyt,False,fill_seo_fields_only
https://luneva-psy.ru/blog/pereedanie-prichiny-i-priznaki,pereedanie-prichiny-i-priznaki,РПП и питание,"Переедание: причины, признаки и помощь",/blog/pereedanie-prichiny-i-priznaki.jpg,"Переедание: причины, признаки и помощь — статья психолога Александры Луневой","Переедание: причины, признаки и помощь | Психолог Александра Лунева","Как отличить эпизодическое переедание от компульсивного, какие признаки важно заметить и куда обращаться за помощью.",переедание причины,"[{""question"":""Что относится к расстройствам пищевого поведения?"",""answer"":""К РПП относят состояния, при которых мысли о еде, весе и теле, ограничения, переедание или компенсаторное поведение заметно ухудшают здоровье и качество жизни.""},{""question"":""Можно ли самостоятельно поставить себе диагноз РПП?"",""answer"":""Нет. Самонаблюдение и тесты могут подсказать, что стоит обратиться за помощью, но диагноз устанавливает врач или квалифицированный специалист.""},{""question"":""К кому обращаться при подозрении на РПП?"",""answer"":""Оптимально обратиться к врачу и специалисту по психическому здоровью, который имеет опыт работы с расстройствами пищевого поведения.""}]",https://luneva-psy.ru/blog/pereedanie-prichiny-i-priznaki,False,fill_seo_fields_only
https://luneva-psy.ru/blog/rasstro-stva-pischevogo-povedeniya,rasstro-stva-pischevogo-povedeniya,РПП и питание,Расстройства пищевого поведения: симптомы и виды,/blog/rasstro-stva-pischevogo-povedeniya.jpg,Расстройства пищевого поведения: симптомы и виды — статья психолога Александры Луневой,Расстройства пищевого поведения: симптомы и виды | Luneva Psy,"Виды и симптомы РПП: компульсивное переедание, булимия, анорексия и орторексия. Когда нужна помощь специалиста.",расстройства пищевого поведения,"[{""question"":""Что относится к расстройствам пищевого поведения?"",""answer"":""К РПП относят состояния, при которых мысли о еде, весе и теле, ограничения, переедание или компенсаторное поведение заметно ухудшают здоровье и качество жизни.""},{""question"":""Можно ли самостоятельно поставить себе диагноз РПП?"",""answer"":""Нет. Самонаблюдение и тесты могут подсказать, что стоит обратиться за помощью, но диагноз устанавливает врач или квалифицированный специалист.""},{""question"":""К кому обращаться при подозрении на РПП?"",""answer"":""Оптимально обратиться к врачу и специалисту по психическому здоровью, который имеет опыт работы с расстройствами пищевого поведения.""}]",https://luneva-psy.ru/blog/rasstro-stva-pischevogo-povedeniya,False,fill_seo_fields_only
https://luneva-psy.ru/blog/travmy-vzroslyh-detey-alkogolikov,travmy-vzroslyh-detey-alkogolikov,Травма и семья,Травмы взрослых детей алкоголиков,/blog/travmy-vzroslyh-detey-alkogolikov.jpg,Травмы взрослых детей алкоголиков — статья психолога Александры Луневой,Травмы взрослых детей алкоголиков | Психолог Александра Лунева,"Повышенная тревожность, контроль, сложности с эмоциями и доверием у взрослых детей алкоголиков и роль психотерапии.",взрослые дети алкоголиков,"[{""question"":""О чём статья «Травмы взрослых детей алкоголиков»?"",""answer"":""Материал объясняет тему «взрослые дети алкоголиков» простым и бережным языком и помогает понять, когда может быть полезна консультация психолога.""},{""question"":""Заменяет ли статья консультацию психолога?"",""answer"":""Нет. Статья носит информационный характер и не заменяет индивидуальную диагностику, медицинскую или психологическую помощь.""},{""question"":""Когда стоит обратиться за помощью?"",""answer"":""Если переживания сохраняются, усиливаются или заметно мешают повседневной жизни, лучше обсудить ситуацию с квалифицированным специалистом.""}]",https://luneva-psy.ru/blog/travmy-vzroslyh-detey-alkogolikov,False,fill_seo_fields_only
https://luneva-psy.ru/blog/rasstroystva-pischevogo-povedeniya-i-vliyanie-sredy,rasstroystva-pischevogo-povedeniya-i-vliyanie-sredy,РПП и питание,Расстройства пищевого поведения и влияние среды,/blog/rasstroystva-pischevogo-povedeniya-i-vliyanie-sredy.jpg,Расстройства пищевого поведения и влияние среды — статья психолога Александры Луневой,Расстройства пищевого поведения и влияние среды | Luneva Psy,"Как стандарты красоты, давление общества и фэтшейминг влияют на отношение к телу и риск развития РПП.",влияние среды на РПП,"[{""question"":""Что относится к расстройствам пищевого поведения?"",""answer"":""К РПП относят состояния, при которых мысли о еде, весе и теле, ограничения, переедание или компенсаторное поведение заметно ухудшают здоровье и качество жизни.""},{""question"":""Можно ли самостоятельно поставить себе диагноз РПП?"",""answer"":""Нет. Самонаблюдение и тесты могут подсказать, что стоит обратиться за помощью, но диагноз устанавливает врач или квалифицированный специалист.""},{""question"":""К кому обращаться при подозрении на РПП?"",""answer"":""Оптимально обратиться к врачу и специалисту по психическому здоровью, который имеет опыт работы с расстройствами пищевого поведения.""}]",https://luneva-psy.ru/blog/rasstroystva-pischevogo-povedeniya-i-vliyanie-sredy,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kak-pomoch-cheloveku-kotoryy-sovershaet-self-harm,kak-pomoch-cheloveku-kotoryy-sovershaet-self-harm,Кризисы и самопомощь,"Как помочь человеку, который совершает self-harm",/blog/kak-pomoch-cheloveku-kotoryy-sovershaet-self-harm.jpg,"Как помочь человеку, который совершает self-harm — статья психолога Александры Луневой","Как помочь человеку, который совершает self-harm | Luneva Psy","Как говорить с человеком, который причиняет себе вред, предлагать поддержку без осуждения и помогать обратиться к специалисту.",помощь при самоповреждении,"[{""question"":""Что такое self-harm?"",""answer"":""Self-harm — это намеренное причинение себе вреда как способ справиться с сильной эмоциональной болью. Это не диагноз и не всегда означает суицидальное намерение, но требует серьёзного внимания и поддержки.""},{""question"":""Можно ли справиться с самоповреждением самостоятельно?"",""answer"":""Иногда человек может временно снизить импульс, но устойчивое прекращение самоповреждения обычно требует поддержки специалиста и безопасного плана действий.""},{""question"":""Когда нужна срочная помощь?"",""answer"":""Срочная помощь нужна при глубокой травме, сильном кровотечении, потере сознания, угрозе жизни или намерении покончить с собой. В такой ситуации следует немедленно обратиться в экстренную службу.""}]",https://luneva-psy.ru/blog/kak-pomoch-cheloveku-kotoryy-sovershaet-self-harm,False,fill_seo_fields_only
https://luneva-psy.ru/blog/mify-o-self-harm,mify-o-self-harm,Кризисы и самопомощь,Мифы о self-harm и признаки самоповреждения,/blog/mify-o-self-harm.jpg,Мифы о self-harm и признаки самоповреждения — статья психолога Александры Луневой,Мифы о self-harm и признаки самоповреждения | Luneva Psy,"Разбираем распространённые мифы о самоповреждении и признаки, на которые стоит обратить внимание близким.",мифы о self-harm,"[{""question"":""Что такое self-harm?"",""answer"":""Self-harm — это намеренное причинение себе вреда как способ справиться с сильной эмоциональной болью. Это не диагноз и не всегда означает суицидальное намерение, но требует серьёзного внимания и поддержки.""},{""question"":""Можно ли справиться с самоповреждением самостоятельно?"",""answer"":""Иногда человек может временно снизить импульс, но устойчивое прекращение самоповреждения обычно требует поддержки специалиста и безопасного плана действий.""},{""question"":""Когда нужна срочная помощь?"",""answer"":""Срочная помощь нужна при глубокой травме, сильном кровотечении, потере сознания, угрозе жизни или намерении покончить с собой. В такой ситуации следует немедленно обратиться в экстренную службу.""}]",https://luneva-psy.ru/blog/mify-o-self-harm,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kak-preodolevat-trudnosti-bez-self-harm,kak-preodolevat-trudnosti-bez-self-harm,Кризисы и самопомощь,Как справляться с трудностями без self-harm,/blog/kak-preodolevat-trudnosti-bez-self-harm.jpg,Как справляться с трудностями без self-harm — статья психолога Александры Луневой,Как справляться с трудностями без self-harm | Luneva Psy,Альтернативные способы пережить сильные эмоции без самоповреждения и важность профессиональной поддержки.,как перестать причинять себе вред,"[{""question"":""Что такое self-harm?"",""answer"":""Self-harm — это намеренное причинение себе вреда как способ справиться с сильной эмоциональной болью. Это не диагноз и не всегда означает суицидальное намерение, но требует серьёзного внимания и поддержки.""},{""question"":""Можно ли справиться с самоповреждением самостоятельно?"",""answer"":""Иногда человек может временно снизить импульс, но устойчивое прекращение самоповреждения обычно требует поддержки специалиста и безопасного плана действий.""},{""question"":""Когда нужна срочная помощь?"",""answer"":""Срочная помощь нужна при глубокой травме, сильном кровотечении, потере сознания, угрозе жизни или намерении покончить с собой. В такой ситуации следует немедленно обратиться в экстренную службу.""}]",https://luneva-psy.ru/blog/kak-preodolevat-trudnosti-bez-self-harm,False,fill_seo_fields_only
https://luneva-psy.ru/blog/kak-perestat-sovershat-self-harm,kak-perestat-sovershat-self-harm,Кризисы и самопомощь,Как перестать совершать self-harm,/blog/kak-perestat-sovershat-self-harm.jpg,Как перестать совершать self-harm — статья психолога Александры Луневой,Как перестать совершать self-harm | Психолог Александра Лунева,"Первые шаги к прекращению самоповреждения: доверие, понимание триггеров, эмоциональная осознанность и помощь специалиста.",как перестать self-harm,"[{""question"":""Что такое self-harm?"",""answer"":""Self-harm — это намеренное причинение себе вреда как способ справиться с сильной эмоциональной болью. Это не диагноз и не всегда означает суицидальное намерение, но требует серьёзного внимания и поддержки.""},{""question"":""Можно ли справиться с самоповреждением самостоятельно?"",""answer"":""Иногда человек может временно снизить импульс, но устойчивое прекращение самоповреждения обычно требует поддержки специалиста и безопасного плана действий.""},{""question"":""Когда нужна срочная помощь?"",""answer"":""Срочная помощь нужна при глубокой травме, сильном кровотечении, потере сознания, угрозе жизни или намерении покончить с собой. В такой ситуации следует немедленно обратиться в экстренную службу.""}]",https://luneva-psy.ru/blog/kak-perestat-sovershat-self-harm,False,fill_seo_fields_only
https://luneva-psy.ru/blog/posledstviya-self-harm,posledstviya-self-harm,Кризисы и самопомощь,Последствия self-harm,/blog/posledstviya-self-harm.jpg,Последствия self-harm — статья психолога Александры Луневой,Последствия self-harm | Психолог Александра Лунева,"Физические и психологические последствия самоповреждения, риск привыкания и почему важно обратиться за поддержкой.",последствия self-harm,"[{""question"":""Что такое self-harm?"",""answer"":""Self-harm — это намеренное причинение себе вреда как способ справиться с сильной эмоциональной болью. Это не диагноз и не всегда означает суицидальное намерение, но требует серьёзного внимания и поддержки.""},{""question"":""Можно ли справиться с самоповреждением самостоятельно?"",""answer"":""Иногда человек может временно снизить импульс, но устойчивое прекращение самоповреждения обычно требует поддержки специалиста и безопасного плана действий.""},{""question"":""Когда нужна срочная помощь?"",""answer"":""Срочная помощь нужна при глубокой травме, сильном кровотечении, потере сознания, угрозе жизни или намерении покончить с собой. В такой ситуации следует немедленно обратиться в экстренную службу.""}]",https://luneva-psy.ru/blog/posledstviya-self-harm,False,fill_seo_fields_only
